id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max,greek_letters,spect_desig,color,linecolor
6526,6539.0,8511.0,401.0,,44    Cet,,1.400705,-8.007416,67.5219,179.74,-67.31,6.0,6.21,2.063,F0V,0.235,62.418139,23.973304,-9.405894,-1.829e-05,5.6e-05,-2.267e-05,0.3667037197859575,-0.13975577237077,8.714041094e-07,-3.26328088e-07,,44.0,Cet,1,6526,,13.025667861366887,AV,6.218,6.198,,F,#d4bf94,#d4bf94
6550,6564.0,8556.0,404.0,,,,1.405695,-6.914656,46.6418,31.05,5.12,32.0,5.92,2.576,F4V,0.407,43.202634,16.657888,-5.615277,2.792e-05,1.829e-05,-2.79e-06,0.3680101631781683,-0.120683514803475,1.505346478e-07,2.482246e-08,,,Cet,1,6550,,8.120822162499833,,,,,F,#d4bf94,#d4bf94
6575,6589.0,8589.0,405.0,,,,1.411092,-15.660468,118.624,29.88,-20.19,13.0,6.17,0.799,G8III/IV,0.924,106.514778,41.242486,-32.020938,2.81e-06,1.951e-05,-1.477e-05,0.3694230865453678,-0.2733267294839675,1.448623277e-07,-9.7883882e-08,,,Cet,1,6575,,41.72535112317937,,,,,G,#FFD423,#FFD423
6578,6592.0,8651.0,408.0,,,,1.411329,-41.492549,72.2543,16.95,-36.94,74.0,5.42,1.126,K0III,1.03,50.469483,19.545369,-47.870549,4.273e-05,2.291e-05,-5.983e-05,0.36948497503929,-0.7241815870390138,8.21759188e-08,-1.79090173e-07,,,Phe,1,6578,,30.87450475587447,,,,,K,#F99220,#F99220
6581,6595.0,8681.0,411.0,,,,1.411644,-44.528575,259.0674,-10.09,-19.4,-10.0,6.26,-0.807,K1II,1.122,172.219764,66.711974,-181.67481,-1.815e-05,-2.062e-05,-1.02e-05,0.3695674069701218,-0.7771702449712226,-4.89177003e-08,-9.4053854e-08,,,Phe,1,6581,,183.1470804661351,,,,,K,#F99220,#F99220
6591,6605.0,8599.0,406.0,,,,1.413522,-2.84859,76.3359,10.79,-28.02,-27.0,6.17,1.756,G8III,0.959,71.080245,27.574259,-3.793638,-2.764e-05,-6.44e-06,-8.98e-06,0.3700593107247161,-0.0497172736419387,5.23113961e-08,-1.35844793e-07,,,Cet,1,6591,,17.282238729497653,,,,,G,#FFD423,#FFD423
6617,6631.0,8810.0,420.0,,,,1.418136,-64.369478,277.0083,23.15,-17.1,23.0,5.92,-1.292,M0III,1.561,111.6606,43.472048,-249.751483,-2.109e-05,2.515e-05,-3.114e-05,0.3712670910507117,-1.1234593244024662,1.12234367e-07,-8.2903139e-08,,,Hyi,1,6617,,286.28592708721214,,,,,M,#FF2620,#FF2620
6655,6669.0,8634.0,407.0,,,,1.426577,23.511519,68.0735,34.07,-22.18,-16.0,6.18,2.015,F5III,0.447,58.118806,22.774941,27.156738,-1.535e-05,6.06e-06,-1.324e-05,0.3734769112901834,0.4103534230978525,1.651760209e-07,-1.07531674e-07,,,Psc,1,6655,,13.614446824659495,,,,,F,#d4bf94,#d4bf94
6656,6670.0,8705.0,412.0,,46    Cet,,1.427009,-14.598796,88.1834,42.54,-17.25,-23.0,4.9,0.173,K2III,1.231,79.449924,31.144316,-22.226489,-2.956e-05,7.95e-06,-1.21e-06,0.3735902025977224,-0.2547970617656412,2.062397397e-07,-8.3630359e-08,,46.0,Cet,1,6656,,74.26770437146976,,,,,K,#F99220,#F99220
6671,6685.0,8424.0,398.0,,,,1.42953,70.979887,145.1379,9.33,-13.89,11.0,6.34,0.531,A0Vnn,-0.011,44.026423,17.291891,137.214078,9.61e-06,1.083e-05,7.45e-06,0.3742500787897684,1.238832736769575,4.52331163e-08,-6.734062e-08,,,Cas,1,6671,,53.40722340937611,,,,,A,#f3e8d3,#f3e8d3
6672,6686.0,8538.0,403.0,,37Del Cas,Ruchbah,1.430216,60.235283,30.4785,297.24,-49.49,7.0,2.66,0.24,A5Vv SB,0.16,14.082378,5.53413,26.457567,-6.85e-06,4.45e-05,2.58e-06,0.3744295872766107,1.0513040155749624,1.441060184e-06,-2.3993429e-07,Del,37.0,Cas,1,6672,,69.82324040771711,Del,2.666,2.656,δ,A,#f3e8d3,#f3e8d3
6673,6687.0,8713.0,,,,,1.431212,-3.927391,96.5251,60.72,-26.32,0.0,6.5,1.577,K0,1.348,89.61733,35.243734,-6.61122,-1.118e-05,2.613e-05,-1.229e-05,0.3746905028150847,-0.0685458985259,2.943788668e-07,-1.2760296e-07,,,Cet,1,6673,,20.37980386287056,,,,,K,#F99220,#F99220
6678,6692.0,8491.0,399.0,,36Psi Cas,,1.432208,68.130012,59.8086,75.07,26.82,-12.0,4.72,0.836,K0III,1.047,20.730917,8.159197,55.504166,-1.894e-05,1.594e-05,-8.49e-06,0.3749511145592624,1.1890930367365036,3.639496299e-07,1.30027029e-07,Psi,36.0,Cas,1,6678,,40.3273792976113,,,,ψ,K,#F99220,#F99220
6688,6702.0,8673.0,410.0,,,,1.435765,34.5797,36.062,235.58,-84.99,17.0,6.34,3.555,F7V,0.5,27.61837,10.899552,20.467149,6.04e-06,4.666e-05,-2.37e-06,0.3758825025856007,0.6035296246224637,1.1421240686e-06,-4.12043147e-07,,,And,1,6688,,3.2960971217745763,,,,,F,#d4bf94,#d4bf94
6692,6706.0,8723.0,413.0,,93Rho Psc,,1.437573,19.172346,25.2143,-26.8,10.16,-9.0,5.35,3.342,F2V:var,0.395,22.148856,8.753076,8.280622,-7.26e-06,-6.39e-06,-1.85e-06,0.3763557431119191,0.3346205559993537,-1.299300663e-07,4.9257069e-08,Rho,93.0,Psc,1,6692,,4.0105136608657554,,,,ρ,F,#d4bf94,#d4bf94
6697,6711.0,8671.0,409.0,,,,1.438517,43.457739,41.7188,108.31,-60.45,31.0,5.98,2.878,F7V,0.52,28.160842,11.137079,28.695189,2.116e-05,3.193e-05,1.293e-05,0.3766029366398523,0.7584806316386463,5.251016974e-07,-2.93069869e-07,,,And,1,6697,,6.148936385126262,,,,,F,#d4bf94,#d4bf94
6700,6714.0,8733.0,,,,,1.439887,20.070804,95.3289,55.53,-40.07,0.0,6.44,1.544,K0,0.947,83.252692,32.959248,32.715079,-3.54e-06,2.62e-05,-1.739e-05,0.376961632649072,0.3503016161826412,2.692170368e-07,-1.94264841e-07,,,Psc,1,6700,,21.00873969240991,,,,,K,#F99220,#F99220
6703,6717.0,8779.0,416.0,,,,1.44093,-0.399034,250.0,50.11,-19.66,-6.0,6.42,-0.57,K0IV,1.241,232.416025,92.085467,-1.741099,-2.823e-05,5.414e-05,-2.378e-05,0.3772345517261841,-0.0069644550007287,2.429401353e-07,-9.5314369e-08,,,Cet,1,6703,,147.23125024327194,,,,,K,#F99220,#F99220
6718,6732.0,8763.0,414.0,,94    Psc,,1.44491,19.240422,85.5432,50.82,-58.73,-42.0,5.5,0.839,K1III,1.106,75.054884,29.828005,28.189168,-3.801e-05,7.57e-06,-3.715e-05,0.378276597845234,0.3358087126031024,2.463823124e-07,-2.84731074e-07,,94.0,Psc,1,6718,,40.216104433421314,,,,,K,#F99220,#F99220
6734,6748.0,8829.0,421.0,,47    Cet,,1.447657,-13.056512,37.4672,14.53,9.01,10.0,5.51,2.642,F0V,0.321,33.908607,13.504058,-8.464309,8.62e-06,6.27e-06,-7.2e-07,0.3789956903799931,-0.22787912278502,7.04434277e-08,4.3681712e-08,,47.0,Cet,1,6734,,7.641876239634676,,,,,F,#d4bf94,#d4bf94
6762,6776.0,8774.0,415.0,,,,1.451752,34.377552,40.7997,160.89,-10.75,15.0,6.27,3.217,F7IVsvar,0.453,31.270543,12.492367,23.037368,1.07e-06,3.469e-05,6.91e-06,0.3800678861463931,0.6000014709721375,7.800167306e-07,-5.211747e-08,,,And,1,6762,,4.499870338721505,,,,,F,#d4bf94,#d4bf94
6775,6789.0,8896.0,,,,,1.456475,-22.338232,128.3697,-1.66,-84.29,0.0,6.43,0.888,K0/K1III,1.122,110.208727,44.185524,-48.789914,-1.812e-05,-8.38e-06,-4.852e-05,0.3813042445808129,-0.3898756946826963,-8.047907e-09,-4.08649451e-07,,,Cet,1,6775,,38.44147117595778,,,,,K,#F99220,#F99220
6780,6794.0,8801.0,418.0,,,,1.457409,41.101158,53.2198,9.84,24.67,1.0,6.42,2.79,Am...,0.311,37.21989,14.932983,34.986195,-4.11e-06,1.09e-06,5.47e-06,0.3815486824245789,0.7173505285309225,4.77056661e-08,1.19603534e-07,,,And,1,6780,,6.668067692136218,V529,6.437,6.407,,A,#f3e8d3,#f3e8d3
6799,6813.0,8799.0,417.0,,48Ome And,,1.460915,45.406687,28.6205,356.99,-109.32,11.0,4.83,2.547,F5IV,0.421,18.641784,7.499275,20.380957,-1.14e-06,5.293e-05,-2.64e-06,0.3824666059431344,0.7924961915147437,1.7307363582e-06,-5.29998315e-07,Ome,48.0,And,1,6799,,8.340651974086626,,,,ω,F,#d4bf94,#d4bf94
6808,6822.0,8921.0,425.0,,,,1.462928,-10.901582,118.2033,179.15,15.79,4.0,6.13,0.767,K0,1.32,107.660895,43.375315,-22.354917,-3.305e-05,9.736e-05,8.11e-06,0.3829936667574512,-0.1902685001693,8.685437087e-07,7.655208e-08,,,Cet,1,6808,,42.97342811536803,,,,,K,#F99220,#F99220
6853,6867.0,9053.0,429.0,,Gam Phe,,1.472759,-43.318234,71.6332,-18.21,-207.71,26.0,3.41,-0.866,K5II-III,1.542,48.291055,19.600485,-49.144111,-2.555e-05,-1.719e-05,-7.072e-05,0.3855673035100017,-0.7560458063068313,-8.82845712e-08,-1.007006495e-06,Gam,,Phe,1,6853,,193.37485452952552,Gam,3.478,3.388,γ,K,#F99220,#F99220
6854,6868.0,8949.0,426.0,,,,1.473032,7.961353,114.5475,110.79,-8.59,2.0,6.22,0.925,K1IIIvar,1.114,105.111997,42.671892,15.865417,-2.065e-05,5.801e-05,-4.44e-06,0.385638788844421,0.1389518226019187,5.371250766e-07,-4.1645495e-08,,,Psc,1,6854,,37.15352290971726,,,,,K,#F99220,#F99220
6938,6952.0,9184.0,435.0,,,,1.491816,-46.756422,310.559,2.37,16.72,18.0,6.25,-1.211,M3III,1.658,196.742758,81.000123,-226.226125,2.726e-05,1.508e-05,3.84e-06,0.390556581538237,-0.8160535057175887,1.14900842e-08,8.1060847e-08,,,Phe,1,6938,,265.70516703550726,AW,6.335,6.125,,M,#FF2620,#FF2620
6946,6960.0,9132.0,433.0,,48    Cet,,1.49337,-21.629339,71.3776,55.64,3.22,1.0,5.11,0.842,A0V,0.028,61.345007,25.285292,-26.30983,-6.08e-06,1.832e-05,6.6e-07,0.3909633993154038,-0.37750317840375,2.697503318e-07,1.5611e-08,,48.0,Cet,1,6946,,40.10513660865759,,,,,A,#f3e8d3,#f3e8d3
6957,6971.0,9151.0,,,,,1.495226,-25.617749,168.9189,37.75,12.76,0.0,6.37,0.232,K1III,1.141,140.792467,58.112113,-73.034637,-7.62e-06,3.03e-05,9.42e-06,0.3914491634001886,-0.4471140677055312,1.830171644e-07,6.1862225e-08,,,Scl,1,6957,,70.33961712162473,,,,,K,#F99220,#F99220
6967,6981.0,9100.0,432.0,,97    Psc,,1.498017,18.355669,146.1988,59.05,-2.64,4.0,6.01,0.185,A4IV,0.162,128.22528,53.034701,46.040174,-1.186e-05,4.038e-05,-4.9e-07,0.3921799579716857,0.3203668590080412,2.862824783e-07,-1.2799081e-08,,97.0,Psc,1,6967,,73.45138681571152,VX,6.03,5.99,,A,#f3e8d3,#f3e8d3
6985,6999.0,9057.0,430.0,,49    And,,1.501695,47.007274,90.1713,0.64,-42.53,-11.0,5.27,0.495,K0III,0.999,56.797277,23.555739,65.954848,5.37e-06,2.53e-06,-2.091e-05,0.3931428581495661,0.8204316978264925,3.1028075e-09,-2.06191258e-07,,49.0,And,1,6985,,55.207743928075736,,,,,K,#F99220,#F99220
6993,7007.0,9138.0,434.0,,98Mu  Psc,,1.503087,6.14382,93.1966,293.23,-46.36,34.0,4.84,-0.007,K4III,1.372,85.579481,35.529252,9.974354,-1.679e-05,0.00013647,-1.71e-05,0.3935073191676105,0.1072298953533075,1.4216191554e-06,-2.24759622e-07,Mu,98.0,Psc,1,6993,,87.65970403212789,,,,μ,K,#F99220,#F99220
7002,7016.0,9228.0,436.0,,,,1.506362,-26.207851,137.931,43.67,1.4,-1.0,5.92,0.222,K2III,1.327,114.252334,47.547983,-60.914298,-1.168e-05,2.676e-05,1.29e-06,0.3943645765336751,-0.4574132926103287,2.117181342e-07,6.787391e-09,,,Scl,1,7002,,70.99046158552868,,,,,K,#F99220,#F99220
7036,7050.0,9030.0,428.0,,,,1.51446,66.098087,93.8086,74.83,-11.18,9.0,6.15,1.289,A2Vs,0.07,35.060041,14.678277,85.763689,-5.41e-06,3.462e-05,6.36e-06,0.3964846853781751,1.153629253731021,3.627860771e-07,-5.4202169e-08,,,Cas,1,7036,,26.57051670355072,,,,,A,#f3e8d3,#f3e8d3
7064,7078.0,9021.0,427.0,,38    Cas,,1.520444,70.264604,28.9771,137.53,-76.0,5.0,5.82,3.51,F6V,0.489,9.019863,3.792957,27.275089,3.37e-06,2.237e-05,1.21e-06,0.3980513321872301,1.2263486829890262,6.667642548e-07,-3.68458397e-07,,38.0,Cas,1,7064,,3.4355794789987457,,,,,F,#d4bf94,#d4bf94
7068,7083.0,9362.0,440.0,,Del Phe,,1.520851,-49.072702,43.573,138.22,154.2,-7.0,3.93,0.734,K0III-IV,0.972,26.31178,11.067445,-32.92116,7.04e-06,3.464e-05,2.675e-05,0.398157754457856,-0.8564802246514187,6.701094692e-07,7.47582695e-07,Del,,Phe,1,7068,,44.29961991003636,,,,δ,K,#F99220,#F99220
7083,7097.0,9270.0,437.0,,99Eta Psc,,1.524725,15.345823,107.1811,25.73,-3.29,15.0,3.62,-1.531,G8III,0.974,95.233975,40.171366,28.364911,8.85e-06,1.824e-05,2.41e-06,0.3991719864974001,0.2678351374342624,1.2474256e-07,-1.595037e-08,Eta,99.0,Psc,1,7083,,356.77958828856265,,,,η,G,#FFD423,#FFD423
7101,7115.0,9414.0,443.0,,,,1.527502,-45.575712,104.712,-11.58,4.82,8.0,6.17,1.07,A2V,0.066,67.511961,28.535561,-74.782851,9.17e-06,-2.5e-06,-4.13e-06,0.3998991957625382,-0.7954462335298338,-5.61414242e-08,2.3368019e-08,,,Phe,1,7101,,32.50872973854342,,,,,A,#f3e8d3,#f3e8d3
7104,7118.0,9377.0,441.0,,,,1.52868,-30.283081,102.3541,-4.43,-64.34,3.0,5.79,0.739,K0III,1.073,81.402989,34.436546,-51.614387,-1.153e-05,-7.26e-06,-2.912e-05,0.400207558074097,-0.5285394773798174,-2.1477246e-08,-3.11929122e-07,,,Scl,1,7104,,44.09608164506378,,,,,K,#F99220,#F99220
7133,7147.0,9298.0,438.0,,,,1.535438,34.799962,255.7545,-9.66,-5.32,-1.0,6.39,-0.649,B7IIIMNp...,-0.103,193.272462,82.165002,145.962419,7.38e-06,-9.88e-06,-6e-06,0.4019768122112365,0.6073739213192387,-4.68330015e-08,-2.5792087e-08,,,Tri,1,7133,,158.34341239145746,,,,,B,#93C2F1,#93C2F1
7175,7189.0,9544.0,447.0,,,,1.543438,-49.727713,77.5795,-28.24,-73.47,2.0,6.27,1.821,F4V,0.462,46.110429,19.716798,-59.191704,-1.399e-05,-1.753e-05,-1.942e-05,0.4040710660253954,-0.8679123146853462,-1.369113833e-07,-3.56192611e-07,,,Phe,1,7175,,16.277960863937977,,,,,F,#d4bf94,#d4bf94
7199,7213.0,9525.0,445.0,,,,1.548903,-36.865231,84.3882,0.09,-20.33,13.0,5.49,0.859,K1/K2III,1.021,62.039632,26.633234,-50.627491,5.17e-06,2.26e-06,-1.463e-05,0.4055019568179077,-0.6434196594229338,4.363323e-10,-9.8562621e-08,,,Scl,1,7199,,39.48207780378827,,,,,K,#F99220,#F99220
7229,7243.0,9496.0,,,,,1.555077,8.208738,147.929,18.89,-31.62,0.0,6.31,0.46,K0,0.8,134.446392,57.974546,21.121285,-2.39e-06,1.372e-05,-2.244e-05,0.4071182633364122,0.1432695026417562,9.15813042e-08,-1.53298085e-07,,,Psc,1,7229,,57.016427228074754,,,,,K,#F99220,#F99220
7237,7251.0,9352.0,439.0,,,,1.557142,58.327334,675.6757,3.78,-4.66,-1.0,5.69,-3.459,K0Ib+...,1.435,325.700921,140.654159,575.0417,6.52e-06,1.63e-05,-8.88e-06,0.4076587353521249,1.0180040193172264,1.83259571e-08,-2.2592317e-08,,,Cas,1,7237,,2106.6869257394146,,,,,K,#F99220,#F99220
7257,7271.0,10042.0,467.0,,,,1.560901,-78.50482,124.6883,-30.96,-137.42,-1.0,6.11,0.631,G3IV,0.97,22.802612,9.873816,-122.187227,-6.745e-05,-4.96e-05,-1.555e-05,0.4086429466397394,-1.3701675835208913,-1.500983155e-07,-6.66230959e-07,,,Hyi,1,7257,,48.70796664925366,,,,,G,#FFD423,#FFD423
7262,7276.0,9562.0,448.0,,,,1.561899,-7.025341,29.5159,176.82,-81.49,-15.0,5.75,3.4,G2IV,0.639,26.879068,11.647482,-3.610024,-2.534e-05,1.659e-05,-9.7e-06,0.4089041859160621,-0.1226153279033449,8.572475499e-07,-3.95074668e-07,,,Cet,1,7262,,3.801893963205612,,,,,G,#FFD423,#FFD423
7269,7283.0,5914.0,286.0,,,,1.563487,89.015639,103.0928,64.92,-32.43,-10.0,6.46,1.394,A3V,0.107,1.624663,0.70512,103.077496,1.79e-06,3.614e-05,-1.05e-05,0.4093199849841124,1.5536159932805849,3.147410414e-07,-1.57225076e-07,,,UMi,1,7269,,24.121260560925737,,,,,A,#f3e8d3,#f3e8d3
7280,7294.0,9408.0,442.0,,39Chi Cas,,1.565528,59.23204,63.8162,-43.06,-23.18,6.0,4.68,0.655,K0III,0.991,29.942244,13.008585,54.833867,1.384e-05,-8.51e-06,1.6e-06,0.409854274343255,1.0337941246766538,-2.087607708e-07,-1.12379811e-07,Chi,39.0,Cas,1,7280,,47.64309868054156,,,,χ,K,#F99220,#F99220
7307,7321.0,9531.0,446.0,,,,1.571279,37.237146,143.472,12.62,-21.0,-4.0,5.9,0.116,B9IV,-0.067,104.694685,45.672963,86.817095,1.61e-06,1.028e-05,-1.41e-05,0.4113598913555067,0.64991080915487,6.11834864e-08,-1.01810872e-07,,,And,1,7307,,78.2708409590612,KK,5.904,5.894,,B,#93C2F1,#93C2F1
7331,7345.0,9672.0,451.0,,49    Cet,,1.57716,-15.676359,59.3824,94.7,-2.67,9.0,5.62,1.752,A1V,0.066,52.36884,22.941901,-16.045336,-3.01e-06,2.844e-05,-3.23e-06,0.4128995672873605,-0.2736040822645937,4.591185554e-07,-1.2944525e-08,,49.0,Cet,1,7331,,17.346026278792866,,,,,A,#f3e8d3,#f3e8d3
7345,7359.0,9640.0,450.0,,,,1.580296,18.460512,163.1321,30.1,-65.92,-26.0,5.9,-0.163,M2III,1.536,141.68247,62.207355,51.65587,-1.755e-05,1.829e-05,-5.787e-05,0.4137204738780311,0.3221967175946925,1.459289178e-07,-3.19589178e-07,,,Psc,1,7345,,101.20454110965416,,,,,M,#FF2620,#FF2620
7347,7361.0,9742.0,453.0,,,,1.580775,-31.892317,114.4165,-69.78,-42.29,-11.0,6.11,0.818,K0/K1III,1.109,88.943577,39.064984,-60.448987,-4.53e-06,-4.426e-05,-1.397e-05,0.4138460498488699,-0.5566259379924188,-3.383029862e-07,-2.05027705e-07,,,Scl,1,7347,,41.00152405066133,,,,,K,#F99220,#F99220
7348,7362.0,9690.0,,,,,1.580922,-3.523889,343.6426,12.52,-33.28,0.0,6.44,-1.241,K0,1.341,314.032455,137.940999,-21.121891,-1.151e-05,1.773e-05,-5.534e-05,0.413884337113387,-0.06150347377743,6.06986728e-08,-1.61345992e-07,,,Cet,1,7348,,273.1492422089182,,,,,K,#F99220,#F99220
7349,7363.0,9731.0,,,,,1.580992,-23.699681,220.7506,25.08,12.91,0.0,6.41,-0.31,K2III,1.306,185.065036,81.295195,-88.729089,-5.71e-06,2.681e-05,1.265e-05,0.413902609923622,-0.4136374723423475,1.21591271e-07,6.2589446e-08,,,Cet,1,7349,,115.87773561551262,,,,,K,#F99220,#F99220
7373,7387.0,9896.0,460.0,,,,1.587465,-58.139475,40.1929,284.01,-33.05,1.0,6.03,3.009,F2V,0.382,19.409864,8.565869,-34.137266,-2.685e-05,4.864e-05,-4.27e-06,0.4155974530441738,-1.0147252570205587,1.3769193341e-06,-1.60230921e-07,,,Hyi,1,7373,,5.450043893417615,,,,,F,#d4bf94,#d4bf94
7422,7436.0,9766.0,455.0,,101    Psc,,1.596234,14.661422,476.1905,3.89,-7.61,-16.0,6.23,-2.159,B9.5III,-0.036,421.041068,186.962385,120.526932,-1.405e-05,3.59e-06,-2.114e-05,0.4178931070184565,0.2558900951746912,1.88592521e-08,-3.6894321e-08,,101.0,Psc,1,7422,,636.2092805735178,,,,,B,#93C2F1,#93C2F1
7429,7443.0,9895.0,,,,,1.597382,-39.947126,38.1825,-43.99,-48.95,10.3,6.43,3.521,F3/F5V,0.415,26.749646,11.887728,-24.516295,5.37e-06,-6.52e-06,-1.371e-05,0.4181935458915418,-0.69720887751759,-2.13269538e-07,-2.37316296e-07,,,Phe,1,7429,,3.400948065121909,,,,,F,#d4bf94,#d4bf94
7430,7444.0,9712.0,452.0,,,,1.59793,41.07642,120.048,144.44,0.69,65.0,6.39,0.993,K1III,1.122,82.692699,36.763676,78.879729,1.14e-05,9.706e-05,4.398e-05,0.4183371013177017,0.7169187782706224,7.002648801e-07,3.345214e-09,,,And,1,7430,,34.89795674378744,,,,,K,#F99220,#F99220
7433,7447.0,9780.0,457.0,,,,1.598542,17.433841,58.072,149.18,21.16,3.0,5.95,2.13,F0IV,0.259,50.623031,22.515699,17.398632,-1.602e-05,3.884e-05,6.6e-06,0.4184973903941757,0.3042779276325225,7.232450486e-07,1.02586574e-07,,,Psc,1,7433,,12.246161992650483,,,,,F,#d4bf94,#d4bf94
7436,7450.0,9856.0,459.0,,50    Cet,,1.599713,-15.400183,167.5042,19.14,13.53,24.0,5.41,-0.71,K1III,1.226,147.533468,65.672875,-44.482337,1.796e-05,2.501e-05,4.07e-06,0.4188039959417115,-0.2687838970412125,9.27933384e-08,6.559529e-08,,50.0,Cet,1,7436,,167.49428760264365,,,,,K,#F99220,#F99220
7449,7463.0,9906.0,462.0,,Tau Scl,,1.602361,-29.907317,69.3481,119.68,47.98,5.0,5.69,1.485,F2V,0.335,54.90106,24.484247,-34.576877,-4.99e-06,4.183e-05,1.143e-05,0.4194970759688627,-0.5219811506309738,5.802250128e-07,2.32613603e-07,Tau,,Scl,1,7449,,22.181964198002195,,,,τ,F,#d4bf94,#d4bf94
7479,7493.0,9746.0,454.0,,,,1.607557,48.722776,157.2327,-16.36,-18.69,-43.0,6.2,0.217,K1III:,1.237,94.675351,42.376773,118.164242,-1.161e-05,-1.886e-05,-4.245e-05,0.4208574009892162,0.850372861147835,-7.93155181e-08,-9.0611676e-08,,,And,1,7479,,71.31813866797403,OP,6.261,6.111,,K,#F99220,#F99220
7491,7505.0,9889.0,,,,,1.612091,7.831529,282.4859,4.49,9.13,0.0,6.39,-0.865,M0,1.605,255.29518,114.634378,38.491739,-4.07e-06,4.91e-06,1.239e-05,0.4220443144711747,0.1366859653055287,2.17681342e-08,4.4263489e-08,,,Psc,1,7491,,193.1968317016924,CY,6.486,6.276,,M,#FF2620,#FF2620
7492,7506.0,10052.0,468.0,,,,1.61244,-58.270966,228.833,23.38,0.83,-2.0,6.18,-0.618,M3III,1.607,109.779574,49.306154,-194.632686,-1.089e-05,2.354e-05,2.22e-06,0.422135776807587,-1.0170202117904112,1.133494385e-07,4.023953e-09,,,Hyi,1,7492,,153.88631498199555,,,,,M,#FF2620,#FF2620
7499,7513.0,9826.0,458.0,Gl 61,50Ups And,,1.613299,41.405459,13.4916,-172.57,-381.01,-28.7,4.1,3.45,F8V,0.536,9.229933,4.147969,8.92295,-4.2e-07,-1.256e-05,-3.81e-05,0.4223606833740253,0.7226615840997149,-8.366429685e-07,-1.847188604e-06,Ups,50.0,And,1,7499,,3.630780547701012,,,,υ,F,#d4bf94,#d4bf94
7521,7535.0,9919.0,463.0,,102Pi  Psc,,1.61831,12.141535,35.0877,-74.9,9.96,-1.0,5.54,2.814,F0V,0.347,31.26994,14.102269,7.3799,4e-06,-1.217e-05,1.44e-06,0.423672687652341,0.2119097575151175,-3.631254467e-07,4.8287442e-08,Pi,102.0,Psc,1,7521,,6.522288424656393,,,,π,F,#d4bf94,#d4bf94
7554,7568.0,11025.0,525.0,,,,1.624389,-84.769593,116.6861,34.69,23.45,18.0,5.66,0.325,K0III,0.939,9.689721,4.388658,-116.200398,5.47e-06,2.402e-05,-1.712e-05,0.4252640215913256,-1.47950850422293,1.681818657e-07,1.13688808e-07,,,Oct,1,7554,,64.56542290346553,,,,,K,#F99220,#F99220
7566,7580.0,10009.0,466.0,,,,1.62714,-9.403782,40.3877,249.38,111.02,48.0,6.24,3.209,F7V,0.528,36.284486,16.464797,-6.599061,2.716e-05,6.594e-05,1.342e-05,0.4259841599981199,-0.164126954398705,1.2090283565e-06,5.38240148e-07,,,Cet,1,7566,,4.533149061464118,,,,,F,#d4bf94,#d4bf94
7574,7588.0,10144.0,472.0,,Alp Eri,Achernar,1.628556,-57.236757,42.7533,88.02,-40.08,16.0,0.45,-2.705,B3Vp,-0.158,21.065573,9.568417,-35.951967,-5.84e-06,1.738e-05,-1.826e-05,0.4263550659137642,-0.9989698692415762,4.267330016e-07,-1.94313323e-07,Alp,,Eri,1,7574,,1051.9618738232234,Alp,0.487,0.427,α,B,#93C2F1,#93C2F1
7579,7593.0,9811.0,,,,,1.629778,64.739357,558.6592,-1.36,0.59,0.0,6.49,-2.246,A6Iab,0.776,217.027081,98.661033,505.237913,2.1e-07,-3.95e-06,6.8e-07,0.426674769307172,1.1299149350285,-6.593466e-09,2.8604e-09,,,Cas,1,7579,,689.2868607318447,,,,,A,#f3e8d3,#f3e8d3
7583,7597.0,10024.0,,,,,1.63113,-3.440678,251.8892,26.34,-10.55,0.0,6.43,-0.576,K5,1.568,228.856361,104.136482,-15.117149,-1.402e-05,2.895e-05,-1.286e-05,0.4270288943743303,-0.0600511565436262,1.276999234e-07,-5.1147843e-08,,,Cet,1,7583,,148.04713248976265,,,,,K,#F99220,#F99220
7587,7601.0,10800.0,512.0,Gl 67.1,,,1.631959,-82.974995,27.3823,122.3,120.7,5.4,5.88,3.693,G2V,0.62,3.047844,1.387795,-27.176786,8.36e-06,2.164e-05,-3.52e-06,0.427245792112399,-1.44818686476152,5.929271313e-07,5.85170112e-07,,,Oct,1,7587,,2.902685610499052,,,,,G,#FFD423,#FFD423
7593,7607.0,9927.0,464.0,,51    And,,1.633205,48.628213,54.3183,60.9,-112.42,16.0,3.59,-0.085,K3III,1.275,32.669331,14.886999,40.762548,2.341e-05,2.829e-05,-7.29e-06,0.4275720594509002,0.8487224280090337,2.952515314e-07,-5.45027539e-07,,51.0,And,1,7593,,94.18895965228413,,,,,K,#F99220,#F99220
7603,7617.0,9900.0,461.0,,,,1.635435,57.977631,534.7594,2.98,-5.54,-8.0,5.55,-3.091,G5II,1.388,257.960503,117.73085,453.390963,3.92e-06,1.028e-05,-1.455e-05,0.4281558394151672,1.0119005589865762,1.44474476e-08,-2.6858677e-08,,,Cas,1,7603,,1501.0667325703694,,,,,G,#FFD423,#FFD423
